500000, 0.584
1000000, 0.698
1500000, 0.7
2000000, 0.74
2500000, 0.697
3000000, 0.739
3500000, 0.54
4000000, 0.698
4500000, 0.723
5000000, 0.777
5500000, 0.781
6000000, 0.78
6500000, 0.808
7000000, 0.83
7500000, 0.847
8000000, 0.819
8500000, 0.814
9000000, 0.856
9500000, 0.84
10000000, 0.837
10500000, 0.852
11000000, 0.844
11500000, 0.875
12000000, 0.874
12500000, 0.844
13000000, 0.879
13500000, 0.864
14000000, 0.871
14500000, 0.857
15000000, 0.904
15500000, 0.852
16000000, 0.864
16500000, 0.882
17000000, 0.883
17500000, 0.883
18000000, 0.874
18500000, 0.869
19000000, 0.888
19500000, 0.91
20000000, 0.901
ppo_Cnn_20.0M_g_0.95_lr_0.0001_vfc_0.2, 0.8991
