 500000, 0.542
1000000, 0.466
1500000, 0.603
2000000, 0.703
2500000, 0.598
3000000, 0.713
3500000, 0.742
4000000, 0.756
4500000, 0.698
5000000, 0.769
5500000, 0.737
6000000, 0.806
6500000, 0.829
7000000, 0.793
7500000, 0.825
8000000, 0.807
8500000, 0.812
9000000, 0.848
9500000, 0.813
10000000, 0.829
10500000, 0.85
11000000, 0.843
11500000, 0.839
12000000, 0.847
12500000, 0.857
13000000, 0.844
13500000, 0.869
14000000, 0.823
14500000, 0.851
15000000, 0.867
15500000, 0.844
16000000, 0.891
16500000, 0.845
17000000, 0.844
17500000, 0.868
18000000, 0.878
18500000, 0.852
19000000, 0.859
19500000, 0.884
20000000, 0.874
