500000, 0.315
1000000, 0.576
1500000, 0.657
2000000, 0.655
2500000, 0.743
3000000, 0.758
3500000, 0.719
4000000, 0.792
4500000, 0.739
5000000, 0.786
5500000, 0.805
6000000, 0.795
6500000, 0.795
7000000, 0.826
7500000, 0.824
8000000, 0.835
8500000, 0.839
9000000, 0.848
9500000, 0.86
10000000, 0.833
10500000, 0.845
11000000, 0.859
11500000, 0.858
12000000, 0.863
12500000, 0.862
13000000, 0.872
13500000, 0.856
14000000, 0.848
14500000, 0.871
15000000, 0.892
15500000, 0.874
16000000, 0.885
16500000, 0.894
17000000, 0.876
17500000, 0.833
18000000, 0.899
18500000, 0.903
19000000, 0.898
19500000, 0.881
20000000, 0.9
ppo_Cnn_20.0M_g_0.95_lr_0.0001_vfc_0.1, 0.9112
