500000, 0.421
1000000, 0.681
1500000, 0.716
2000000, 0.75
2500000, 0.696
3000000, 0.723
3500000, 0.654
4000000, 0.741
4500000, 0.686
5000000, 0.718
5500000, 0.715
6000000, 0.754
6500000, 0.763
7000000, 0.776
7500000, 0.828
8000000, 0.813
8500000, 0.798
9000000, 0.801
9500000, 0.814
10000000, 0.84
10500000, 0.831
11000000, 0.812
11500000, 0.819
12000000, 0.842
12500000, 0.88
13000000, 0.842
13500000, 0.847
14000000, 0.826
14500000, 0.871
15000000, 0.864
15500000, 0.855
16000000, 0.843
16500000, 0.879
17000000, 0.89
17500000, 0.889
18000000, 0.868
18500000, 0.87
19000000, 0.878
19500000, 0.892
20000000, 0.89
ppo_Cnn_20.0M_g_0.97_lr_0.0001_vfc_0.1, 0.8758
