500000, 0.536
1000000, 0.538
1500000, 0.604
2000000, 0.655
2500000, 0.728
3000000, 0.674
3500000, 0.748
4000000, 0.764
4500000, 0.753
5000000, 0.751
5500000, 0.768
6000000, 0.698
6500000, 0.752
7000000, 0.794
7500000, 0.797
8000000, 0.783
8500000, 0.795
9000000, 0.79
9500000, 0.818
10000000, 0.801
10500000, 0.836
11000000, 0.81
11500000, 0.875
12000000, 0.816
12500000, 0.85
13000000, 0.849
13500000, 0.853
14000000, 0.847
14500000, 0.852
15000000, 0.847
15500000, 0.861
16000000, 0.847
16500000, 0.861
17000000, 0.856
17500000, 0.857
18000000, 0.865
18500000, 0.874
19000000, 0.835
19500000, 0.85
20000000, 0.847
ppo_Cnn_20.0M_g_0.95_lr_0.0002_vfc_0.1, 0.8579
