500000, 0.43
1000000, 0.554
1500000, 0.564
2000000, 0.697
2500000, 0.735
3000000, 0.721
3500000, 0.712
4000000, 0.744
4500000, 0.78
5000000, 0.751
5500000, 0.755
6000000, 0.805
6500000, 0.769
7000000, 0.756
7500000, 0.776
8000000, 0.804
8500000, 0.808
9000000, 0.801
9500000, 0.816
10000000, 0.804
10500000, 0.835
11000000, 0.809
11500000, 0.778
12000000, 0.807
12500000, 0.809
13000000, 0.816
13500000, 0.812
14000000, 0.82
14500000, 0.815
15000000, 0.833
15500000, 0.845
16000000, 0.831
16500000, 0.82
17000000, 0.806
17500000, 0.825
18000000, 0.844
18500000, 0.861
19000000, 0.857
19500000, 0.854
20000000, 0.818
ppo_Cnn_20.0M_g_0.95_lr_0.0001_vfc_0.05, 0.8658
