500000, 0.576
1000000, 0.547
1500000, 0.465
2000000, 0.561
2500000, 0.633
3000000, 0.653
3500000, 0.632
4000000, 0.677
4500000, 0.657
5000000, 0.677
5500000, 0.704
6000000, 0.687
6500000, 0.691
7000000, 0.717
7500000, 0.729
8000000, 0.677
8500000, 0.695
9000000, 0.712
9500000, 0.715
10000000, 0.702
10500000, 0.687
11000000, 0.755
11500000, 0.76
12000000, 0.726
12500000, 0.72
13000000, 0.72
13500000, 0.719
14000000, 0.722
14500000, 0.72
15000000, 0.774
15500000, 0.771
16000000, 0.743
16500000, 0.781
17000000, 0.751
17500000, 0.773
18000000, 0.775
18500000, 0.789
19000000, 0.771
19500000, 0.788
20000000, 0.795
ppo_Cnn_20.0M_g_0.95_lr_0.0001_vfc_0.02, 0.7948
