 500000, 0.49
1000000, 0.542
1500000, 0.634
2000000, 0.658
2500000, 0.63
3000000, 0.672
3500000, 0.752
4000000, 0.725
4500000, 0.754
5000000, 0.717
5500000, 0.776
6000000, 0.784
6500000, 0.799
7000000, 0.815
7500000, 0.794
8000000, 0.772
8500000, 0.808
9000000, 0.796
9500000, 0.828
10000000, 0.829
10500000, 0.868
11000000, 0.825
11500000, 0.837
12000000, 0.82
12500000, 0.853
13000000, 0.836
13500000, 0.87
14000000, 0.843
14500000, 0.855
15000000, 0.863
15500000, 0.82
16000000, 0.879
16500000, 0.872
17000000, 0.859
17500000, 0.882
18000000, 0.877
18500000, 0.846
19000000, 0.898
19500000, 0.841
20000000, 0.871
