 500000, 0.566
1000000, 0.663
1500000, 0.657
2000000, 0.661
2500000, 0.74
3000000, 0.729
3500000, 0.744
4000000, 0.747
4500000, 0.765
5000000, 0.802
5500000, 0.728
6000000, 0.795
6500000, 0.824
7000000, 0.782
7500000, 0.826
8000000, 0.818
8500000, 0.83
9000000, 0.862
9500000, 0.856
10000000, 0.874
10500000, 0.84
11000000, 0.869
11500000, 0.847
12000000, 0.832
12500000, 0.859
13000000, 0.858
13500000, 0.863
14000000, 0.873
14500000, 0.874
15000000, 0.857
15500000, 0.867
16000000, 0.865
16500000, 0.866
17000000, 0.868
17500000, 0.856
18000000, 0.876
18500000, 0.851
19000000, 0.867
19500000, 0.883
20000000, 0.871
